name,developers,publishers,appid,type,price,positive-ratings,negative-ratings,release-date,genres,tags,platforms
Kyle is Hotdog,['John Szymanski'],['John Szymanski'],1263080,dlc,$0.00,0,0,"Apr 17, 2020","['Adventure', 'Free To Play', 'Indie']",,"['windows', 'mac', 'linux']"
Swatch Out!,['Digital Dream Labs'],['Digital Dream Labs'],1263090,game,$8.99,1,0,"Mar 31, 2020","['Action', 'Indie']","Action, Indie, Arcade, Cartoony, Colorful, Education","['windows', 'mac']"
Last Kids on Earth and the Staff of Doom,['Stage Clear Studios'],['Outright Games Ltd.'],1263100,game,$29.99,12,8,"Jun 4, 2021","['Action', 'RPG']","Action RPG, Zombies, RPG, Arcade, Hack and Slash, Local Co-Op, Driving, Cartoon, Colorful, Third Person, Top-Down, Comedy, Fantasy, Combat, Funny, Beat 'em up, Loot, 3D, Action, Post-apocalyptic",['windows']
What Makes Us Special,['Mikołaj Spychał'],['Mikołaj Spychał'],1263110,game,$5.99,28,9,"Apr 27, 2020","['Adventure', 'Casual', 'Indie', 'Simulation']","Visual Novel, Anime, Dating Sim, Cute, Colorful, Casual, Funny, Comedy, Multiple Endings, Replay Value, Interactive Fiction, Choices Matter, Romance, Sexual Content, Adventure, Indie, 2D, First-Person, Atmospheric, Relaxing","['windows', 'linux']"
Hecaton,['NWatch Games'],['NWatch Games'],1263120,game,$1.99,5,2,"Apr 5, 2020","['Action', 'Indie', 'RPG']","Action Roguelike, Rogue-like, Platformer, Action, Pixel Graphics, Difficult, Perma Death, Indie, RPG, Singleplayer, Rogue-lite, Action RPG, 2D Platformer, Replay Value, Controller, Futuristic, 2D, Loot, Multiple Endings, Space",['windows']
PORN Pizza Delivery Boy,['REDHUB VR'],['REDHUB VR'],1263130,game,$14.99,0,0,"May 30, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",,['windows']
Oppai Muse,['OppaiMan 2D'],['OppaiMan 2D '],1263160,game,$1.19,0,0,"May 18, 2020",['Action'],,"['windows', 'linux']"
Starseed,['heartsynth'],['heartsynth'],1263170,game,$9.59,14,2,"Mar 24, 2025","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']","Early Access, Open World Survival Craft, Resource Management, Relaxing, Farming Sim, Mining, Collectathon, Exploration, Cozy, Base-Building, Farming, Life Sim, Simulation, RPG, Agriculture, Strategy, Rogue-lite, Open World, Adventure, Building",['windows']
Smashing Spirits: Brazil's First Boxer,['Sensen Games'],['Sensen Games'],1263200,game,$3.99,36,5,"Sep 10, 2020","['Action', 'Adventure', 'Indie']","Side Scroller, Precision Platformer, 2D Platformer, Mystery Dungeon, Collectathon, Beat 'em up, Martial Arts, Boxing, Difficult, Unforgiving, Platformer, Arcade, Action-Adventure, Female Protagonist, 2D, Action, Fantasy, Adventure, Retro, Conspiracy","['windows', 'mac', 'linux']"
Deathpuddle: Choose Violence?,['NeoRetro Realms Interactive LLC'],['NeoRetro Realms Interactive LLC'],1263210,game,$19.99,2,0,"Nov 18, 2024","['Action', 'Adventure', 'Casual', 'RPG', 'Early Access']","Early Access, Action, Action-Adventure, Atmospheric, Adventure, Casual, Choose Your Own Adventure, Choices Matter, Comedy, Visual Novel, Dark Comedy, Comic Book, Memes, Narration, Dark Humor, Cinematic, Singleplayer, Funny, Multiple Endings, Story Rich",['windows']
Corpse disaster-survivors,"['糯米集团工作室', 'UE4六叔']",['糯米集团工作室'],1263220,game,$0.00,24,25,"Mar 26, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Strategy']","Indie, Action, Casual, Strategy, Adventure, Simulation, Racing, Zombies, FPS, Third-Person Shooter",['windows']
Cooking Companions,['Deer Dream Studios'],['Serenity Forge'],1263230,game,$14.99,1048,70,"Oct 7, 2021","['Adventure', 'Casual', 'Indie']","Visual Novel, Anime, Horror, Casual, Cute, Lore-Rich, Dating Sim, Mystery, Supernatural, Story Rich, Psychological Horror, Mythology, Atmospheric, Female Protagonist, Adventure, Singleplayer, Choose Your Own Adventure, Multiple Endings, Cooking, Dark","['windows', 'mac', 'linux']"
My Harem - Artbook 18+,['IR Studio'],['IR Studio'],1263250,dlc,$0.99,0,0,"Mar 11, 2020","['Casual', 'Indie']",,['windows']
Mega Man ZX Advent Original Soundtrack,"['CAPCOM CO., LTD.']","['CAPCOM CO., LTD.']",1263260,music,$13.99,0,0,"Mar 25, 2020",[],,"['windows', 'mac', 'linux']"
Mega Man ZX Original Soundtrack,"['CAPCOM CO., LTD.']","['CAPCOM CO., LTD.']",1263270,music,$13.99,0,0,"Mar 25, 2020",[],,"['windows', 'mac', 'linux']"
The Legend of Heroes: Trails of Cold Steel III  - Snow Leopard Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262436,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Standard Glasses Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262437,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Stylish Sunglasses Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262438,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Thors Main Campus Uniforms,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262439,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
Blaster Squad,['Gaming Couch'],['Gaming Couch'],1262450,game,$4.99,4,1,"Apr 23, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']","Indie, Casual, Action, Adventure, RPG, Side Scroller, Funny, 4 Player Local, Cartoon, Local Co-Op, Arcade, Platformer, Action RPG, Great Soundtrack, Procedural Generation, Gun Customization, Local Multiplayer, Looter Shooter, Shoot 'Em Up, Bullet Hell",['windows']
Zompiercer,['DDDimanN'],['DDDimanN'],1262460,game,$19.99,2447,324,"Apr 3, 2020","['Action', 'Adventure', 'Indie', 'Early Access']","Early Access, Sandbox, FPS, Shooter, Zombies, Action-Adventure, Post-apocalyptic, Action RPG, First-Person, Base-Building, 3D, Horror, Open World, Trains, Funny, Survival, Action, Casual, Stealth, Agriculture",['windows']
STRAIGHT ON 8,['STRAIGHT ON 8'],['STRAIGHT ON 8'],1262470,game,$1.99,2,6,"Sep 30, 2020","['Indie', 'Simulation']","Simulation, Indie, VR, Early Access, Shooter, Singleplayer",['windows']
Beardy McStrongarm Soundtrack,['Blekoh'],['Blekoh'],1262480,music,$0.00,0,0,"Mar 30, 2020",['Free To Play'],,"['windows', 'mac', 'linux']"
Mirastell,['Julia Condemi'],"['Trexus183, LLC']",1262500,game,$0.00,6,2,"Aug 22, 2021","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']","Action, Adventure, RPG, Indie, Action RPG, Strategy RPG, 2D, Pixel Graphics, Atmospheric, Sci-fi, Space, Singleplayer, Turn-Based, Bullet Hell, Multiple Endings, Story Rich, Turn-Based Combat","['windows', 'mac', 'linux']"
Fire Protection Training Simulator,"['Patrick Kelley, CIT']","['Kelley Integrity Safety Solutions, LLC']",1262530,game,$4.99,2,4,"Jan 8, 2021",['Simulation'],"Simulation, Management, Education, Realistic, VR, Tutorial, Singleplayer, Short",['windows']
Endless World Idle RPG - Ice and Fire Mercenary Pack,['Radiance Games'],['Radiance Games'],1262550,dlc,$14.99,0,0,"Mar 5, 2020","['Adventure', 'Casual', 'Free To Play', 'Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Need for Speed™ Most Wanted Premium Modification Unlock,['Criterion Games'],['Electronic Arts'],1262570,dlc,$6.99,0,0,"Jun 18, 2020",['Racing'],,['windows']
Need for Speed™ Most Wanted Premium Timesavers Pack,['Criterion Games'],['Electronic Arts'],1262571,dlc,$9.99,0,0,"Jun 18, 2020",['Racing'],,['windows']
Need for Speed™ Most Wanted Complete DLC Bundle,['Criterion Games'],['Electronic Arts'],1262572,dlc,$29.99,0,0,"Jun 18, 2020",['Racing'],,['windows']
Need for Speed™ Most Wanted Multiplayer Booster Pack,['Criterion Games'],['Electronic Arts'],1262573,dlc,$4.99,0,0,"Jun 18, 2020",['Racing'],,['windows']
Cyberemo 2007 Director's Cut,['Siberian Mouse'],['Siberian Mouse'],1262610,dlc,$0.00,0,0,"Jun 22, 2020","['Adventure', 'Casual', 'Indie']",,['windows']
Brittany Home Alone,['Puppetmaster3dx'],['Puppetmaster3dx'],1262640,game,$15.99,0,0,"Apr 9, 2020","['Casual', 'Indie']",,['windows']
Journey of Greed - Male Skin Pack,['Dird Games'],['X.D. Network Inc.'],1262660,dlc,$2.99,0,0,"Mar 10, 2020","['Indie', 'Strategy']",,"['windows', 'mac']"
SD GUNDAM G GENERATION CROSS RAYS Expansion Pack,"['TOM CREATE', '株式会社トムクリエイト']","['BANDAI NAMCO Entertainment', '株式会社バンダイナムコエンターテインメント']",1262670,dlc,$7.99,0,0,"May 27, 2020","['RPG', 'Strategy']",,['windows']
Cyberemo 2007 Demo,['Siberian Mouse'],['Siberian Mouse'],1262680,demo,$0.00,0,0,"Jul 9, 2020","['Adventure', 'Casual', 'Indie']",,['windows']
Ruin Raiders,['OverPowered Team'],['indie.io'],1262720,game,$7.99,56,23,"Oct 14, 2021","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']","Turn-Based Strategy, Rogue-lite, Difficult, Action Roguelike, Turn-Based, RPG, Rogue-like, Strategy, 3D, Post-apocalyptic, Procedural Generation, Turn-Based Combat, Turn-Based Tactics, Action, Loot, Military, Sci-fi, Tactical, Space, Atmospheric",['windows']
Submarine Adventure,['Romeo'],['Romeo'],1262730,game,$99.99,0,0,"Mar 27, 2020","['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",,['windows']
Warhammer: Chaos & Conquest - Tzeentch Warlord Bundle,['Hunted Cow Games'],['Tilting Point'],1262740,dlc,$19.99,0,0,"Apr 24, 2020","['Massively Multiplayer', 'Simulation', 'Strategy', 'Free To Play']",,"['windows', 'mac']"
Warhammer: Chaos & Conquest - Khorne Warlords Bundle,['Hunted Cow Games'],['Tilting Point'],1262741,dlc,$19.99,0,0,"May 28, 2020","['Massively Multiplayer', 'Simulation', 'Strategy', 'Free To Play']",,"['windows', 'mac']"
Warhammer: Chaos & Conquest - Skull Throne Bundle,['Hunted Cow Games'],['Tilting Point'],1262742,dlc,$2.49,0,0,"May 28, 2020","['Massively Multiplayer', 'Simulation', 'Strategy', 'Free To Play']",,"['windows', 'mac']"
Warhammer: Chaos & Conquest - Starter Bundle,['Hunted Cow Games'],['Tilting Point'],1262743,dlc,$7.99,0,0,"Apr 24, 2020","['Massively Multiplayer', 'Simulation', 'Strategy', 'Free To Play']",,"['windows', 'mac']"
Digitizer,['Ilan Manor'],['Ilan Manor'],1262760,game,$14.99,6,2,"Apr 7, 2022",['RPG'],"RPG, Singleplayer, Open World, FPS, Story Rich, 3D, Driving, First-Person, Cyberpunk, Third-Person Shooter, Action RPG, Racing, Shooter, Looter Shooter, Exploration, 3D Fighter, Third Person, Choices Matter, Action, Character Customization",['windows']
Snake Core,['Orangepixel'],"['Orangepixel', 'HandyGames']",1262770,game,$4.99,4,4,"Apr 21, 2020","['Action', 'Casual', 'Indie']","Arena Shooter, Top-Down Shooter, Auto Battler, PvE, Shooter, Arcade, 2D, Top-Down, Action, Pixel Graphics, Sci-fi, Military, War, Aliens, Retro, 1980s, Combat, Singleplayer, Indie, Casual","['windows', 'linux']"
Polary,['Mike Sambrat'],['Mike Sambrat'],1262780,game,$0.99,14,6,"Mar 20, 2020","['Action', 'Casual', 'Indie']","Casual, 3D, Singleplayer, Indie, Action, Replay Value, Abstract, Colorful, Short, Real-Time, Difficult, Perma Death, Arcade, Fast-Paced, Minimalist, Addictive, Top-Down, Score Attack, Beautiful",['windows']
Crazy Projectile,['Guillermo Guerra'],['Guillermo Guerra'],1262790,game,$0.97,4,0,"Apr 6, 2020","['Action', 'Casual', 'Indie']","Casual, Action, Indie, Mouse only, Controller, Family Friendly, Replay Value, Addictive, 2D, Clicker",['windows']
Forest Liberation,['CopingCode'],['CopingCode'],1262800,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG']",,['windows']
Flappatron OST,['Manning Media'],['Manning Media'],1262810,music,$2.99,0,0,"Nov 5, 2020",[],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Set 5,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262377,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Value Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262378,dlc,$2.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Value Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262379,dlc,$2.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
Hexagon Heroes,['Jesse Moreland'],['Jesse Moreland'],1262380,game,$1.99,3,1,"Oct 12, 2020","['Casual', 'Indie', 'Strategy']","Strategy, Casual, Indie, Turn-Based Strategy, Medieval, Multiplayer, Turn-Based, Turn-Based Tactics, Wargame, 3D, Third Person, Top-Down, Economy, Fantasy, Logic, Magic, Military, Relaxing, Stealth, Tactical",['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Value Set 3,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262390,dlc,$2.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Value Set 4,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262391,dlc,$2.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Shining Pom Droplet Value Set 5,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262392,dlc,$2.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Spirit Incense Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262393,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Spirit Incense Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262394,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Spirit Incense Set 3,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262395,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - U-Material Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262396,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - U-Material Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262397,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - U-Material Set 3,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262398,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Useful Accessories Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262399,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Zeram Capsule Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262400,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Zeram Capsule Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262401,dlc,$4.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Zeram Powder Set 1,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262402,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Zeram Powder Set 2,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262403,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Zeram Powder Set 3,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262404,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Altina's Casual Clothes,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262405,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - ARCUS Cover Set A,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262406,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - ARCUS Cover Set B,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262407,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - ARCUS Cover Set C,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262408,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - ARCUS Cover Set D,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262409,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Ashen Knight Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262410,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Ash's Casual Clothes,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262411,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Bunny Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262412,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Cool Hair Extension Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262413,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Cute Hair Extension Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262414,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Devil Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262415,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Hardcore Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262416,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
"The Legend of Heroes: Trails of Cold Steel III  - Juna's ""Active Red"" Costume","['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262417,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
"The Legend of Heroes: Trails of Cold Steel III  - Juna's ""Crossbell Cheer!"" Costume","['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262418,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Juna's Casual Clothes,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262419,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Kurt's Casual Clothes,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262420,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Mascot Headgear Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262421,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Mask Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262422,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
"The Legend of Heroes: Trails of Cold Steel III  - Musse's ""Coquettish Blue"" Costume","['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262423,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Musse's Casual Clothes,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262424,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Raccoon Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262425,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Rainbow Hair Set,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262426,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Rare Eyewear,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262427,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Rean's Casual Clothes,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262428,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Rean's Traveling Outfit (Cold Steel II),"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262429,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Ride-Along Black Rabbit,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262430,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Ride-Along Dana,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262431,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Ride-Along Elie,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262432,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Ride-Along Ozzie,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262433,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Ride-Along School Renne,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262434,dlc,$0.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
The Legend of Heroes: Trails of Cold Steel III  - Self-Assertion Panels,"['Nihon Falcom', 'Engine Software BV', 'PH3 GmbH']","['NIS America, Inc.']",1262435,dlc,$1.99,0,0,"Mar 23, 2020",['RPG'],,['windows']
Borderus,['Lieon Games'],['Sinnera'],1262100,game,$1.99,0,0,"Mar 19, 2020","['Casual', 'Indie']",,['windows']
Ultimo Reino,['ReinosIberos'],['ReinosIberos'],1262110,game,$0.00,19,19,"Apr 13, 2020","['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Free To Play']","RPG, Massively Multiplayer, Indie, Adventure, Casual, Simulation, Free to Play, MMORPG, Hack and Slash",['windows']
Evil Heart Fever,['Sinned Games'],['Sinned Games'],1262120,game,$2.99,16,4,"Mar 24, 2020","['Action', 'Casual']","Action Roguelike, Bullet Hell, Shoot 'Em Up, Rogue-lite, Perma Death, Shooter, Rogue-like, 2D, Procedural Generation, Pixel Graphics, Score Attack, Action, Lovecraftian, Singleplayer, Casual, Demons, Top-Down Shooter",['windows']
Virus Buster - Hentai Patch 18+,['GENIE'],['GENIE'],1262130,dlc,$0.99,0,0,"Mar 14, 2020",['Action'],,"['windows', 'mac']"
Rangok Skies,['Samurai Games'],['Samurai Games'],1262140,game,$9.99,28,10,"Mar 15, 2021","['Action', 'Indie']","Action, Arcade, Shooter, Bullet Hell, Shoot 'Em Up, 2D, Anime, Pixel Graphics, Top-Down, Flight, Score Attack, Indie, Singleplayer, Co-op, Co-op Campaign, Local Co-Op","['windows', 'mac']"
Sand to Surf,['Golden Sand Games'],['Golden Sand Games'],1262170,game,$0.00,26,20,"Apr 24, 2020","['Action', 'Adventure', 'Free To Play', 'Indie', 'Sports', 'Early Access']","Free to Play, Action, Indie, Sports, Adventure, Early Access, Fast-Paced, Singleplayer, Short, Snowboarding, Third Person",['windows']
Without a Voice,['L³'],"['Studio Élan', 'Studio Elan']",1262190,game,$0.00,303,13,"Mar 20, 2020","['Casual', 'Indie', 'RPG', 'Free To Play']","Free to Play, Indie, Casual, LGBTQ+, Visual Novel, RPG, Female Protagonist, Anime, Adventure, Gore, Violent, Horror, Psychological Horror, Sexual Content","['windows', 'mac', 'linux']"
Without a Voice: Blooming Edition,['L³'],"['Studio Élan', 'Studio Elan']",1262200,dlc,$4.99,0,0,"Mar 20, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",,"['windows', 'mac', 'linux']"
Touhou Blooming Chaos - Soundtrack,"['二色幽紫蝶', 'Re零同人社']",['二色幽紫蝶'],1262220,music,$2.09,0,0,"Apr 11, 2020",[],,['windows']
Clockwise Demo,"['pheenix93', 'KatZe']",['pheenix93'],1262250,demo,$0.00,0,0,"Mar 5, 2020","['Adventure', 'Free To Play', 'Indie']",,['windows']
Maze Slider,['NanningsGames'],['NanningsGames'],1262260,game,$0.59,12,6,"Mar 7, 2020",['Casual'],"Casual, Puzzle, Short, Soundtrack, Colorful, Abstract, Family Friendly, Linear, Controller, Singleplayer, Atmospheric, Minimalist, 2D, Great Soundtrack, Music","['windows', 'linux']"
"AUDICA - Sleeping Lion & Cass Miller ft. Bugle Bot - ""How We Know (Bugle Bot Remix)""","['Harmonix Music Systems, Inc']",,1262300,dlc,$0.00,0,0,"Dec 17, 2020","['Action', 'Indie']",,['windows']
